"","k_CCAplus","intercept_CCAplus","k_GScore","intercept_Gscore"
"43587",0.429027,-0.161274,0.303611,1.91415
"43588",0.416493,-0.177193,0.299311,1.78079
"43589",0.458617,-0.103992,0.307515,1.83328
"43590",0.428331,-0.0774687,0.308108,1.81706
"43591",0.433212,0.00246995,0.3093,1.63623
"43592",0.415272,0.0362551,0.288534,1.69526
"43593",0.393506,0.0562773,0.282185,1.71493
"43594",0.444721,0.047397,0.287169,1.62042
"43595",0.435929,0.00362811,0.286355,1.72142
"43596",0.422671,0.037174,0.292204,1.7277
"43597",0.440197,0.0656804,0.283775,1.73408
"43598",0.440298,0.0139437,0.311942,1.75442
"43599",0.425578,-0.115277,0.296299,1.71238
"43600",0.415838,-0.121269,0.294238,1.68722
"43601",0.403943,-0.0807124,0.304915,1.64314
"43602",0.407409,-0.0315462,0.292659,1.68634
"43603",0.4481,0.021348,0.291806,1.75276
"43604",0.375465,0.000866342,0.296607,1.71703
"43605",0.347595,-0.070192,0.295639,1.72932
"43606",0.395514,0.0240702,0.306648,1.67155
"43607",0.443445,0.064831,0.27404,1.84857
"43608",0.45639,0.0285791,0.291954,1.83898
"43609",0.427395,-0.0302585,0.298115,1.80953
"43610",0.477054,-0.0301848,0.289023,1.84534
"43611",0.445629,-0.0367676,0.295304,1.69429
"43612",0.46905,-0.0368376,0.293031,1.70844
"43613",0.467364,0.0833902,0.285207,1.75424
"43614",0.473165,0.080739,0.289811,1.56808
"43615",0.483383,0.1104,0.289252,1.58735
"43616",0.445971,0.0889429,0.299921,1.65029
"43617",0.422679,0.0644164,0.301921,1.64823
"43618",0.427432,0.0615298,0.31123,1.65078
"43619",0.411094,-0.00954913,0.321576,1.70997
"43620",0.4449,-0.0468648,0.324486,1.62404
"43621",0.465827,-0.0536141,0.325578,1.71713
"43622",0.459444,-0.0366623,0.329988,1.62006
"43623",0.516,-0.0129382,0.320389,1.62837
"43624",0.561722,0.01839,0.3176,1.66324
"43625",0.5738,-0.0232281,0.316284,1.82441
"43626",0.542134,0.0957913,0.29795,1.78683
"43627",0.505688,0.022082,0.289736,1.7279
"43628",0.483076,-0.0127365,0.301876,1.77838
"43629",0.461736,-0.0040246,0.300584,1.76738
"43630",0.461613,0.00285144,0.300521,1.73002
"43631",0.45688,-0.0174297,0.305824,1.74488
"43632",0.466791,-0.0333807,0.31584,1.77112
"43633",0.46402,0.00897272,0.323477,1.73417
"43634",0.472085,-0.00441307,0.3004,1.73041
"43635",0.438347,-0.11544,0.302722,1.72939
"43636",0.423072,-0.160171,0.324529,1.82306
"43637",0.337772,-0.297773,0.294856,1.82276
"43638",0.369459,-0.297147,0.317059,1.81108
"43639",0.36817,-0.289786,0.297778,1.79087
"43640",0.367437,-0.19054,0.311075,1.86743
"43641",0.366396,-0.197929,0.311074,1.85601
"43642",0.412222,-0.171311,0.311308,1.84551
"43643",0.407682,-0.0130057,0.30517,1.85468
"43644",0.411355,-0.115764,0.300883,1.74215
"43645",0.441246,-0.133982,0.299024,1.77365
"43646",0.427795,-0.0749475,0.309549,1.74791
"43647",0.405089,-0.0540895,0.316758,1.71267
"43648",0.399405,-0.0318802,0.337688,1.58138
"43649",0.398418,-0.0404792,0.33827,1.53118
"43650",0.411047,-0.0342463,0.339201,1.53935
"43651",0.445961,0.0195973,0.329527,1.69244
"43652",0.439223,-0.051322,0.301258,1.75194
"43653",0.436324,-0.00634392,0.304756,1.75395
"43654",0.412281,-0.145073,0.30408,1.76134
"43655",0.407724,0.047468,0.270106,1.95373
"43656",0.438352,0.0564435,0.261243,1.82456
"43657",0.438696,-0.0187839,0.273311,1.87654
"43658",0.45351,-0.0858111,0.304317,1.81667
"43659",0.445019,-0.0605627,0.302514,1.84527
"43660",0.455217,-0.0649007,0.298073,1.80023
"43661",0.414349,-0.0470811,0.297226,1.76556
"43662",0.413256,-0.050539,0.289685,1.95051
"43663",0.430395,0.0807385,0.289124,1.83903
"43664",0.386109,-0.0790557,0.292604,1.82067
"43665",0.366161,-0.123945,0.282179,1.78725
"43666",0.364228,-0.135779,0.28238,1.80777
"43667",0.375829,-0.138093,0.28029,1.93257
"43668",0.366096,-0.0476068,0.272876,1.80037
"43669",0.37171,-0.115189,0.278478,1.98874
"43670",0.369247,-0.0856387,0.279982,1.9735
"43671",0.382671,-0.0571126,0.293027,1.91331
"43672",0.409028,0.087603,0.27281,1.88264
"43673",0.399673,0.0153013,0.297627,1.95016
"43674",0.379889,0.00932857,0.300434,1.91526
"43675",0.403047,0.0424358,0.277045,1.85876
"43676",0.442316,0.107141,0.283222,1.83485
"43677",0.396593,0.125807,0.278936,1.82322
"43678",0.464782,0.163611,0.30705,1.8436
"43679",0.476645,0.140923,0.305982,1.86124
"43680",0.475077,0.0882282,0.275562,1.70599
"43681",0.483807,-0.0433279,0.275543,1.69733
"43682",0.42103,-0.0421639,0.288593,1.72625
"43683",0.442477,-0.0496117,0.285655,1.71166
"43684",0.480649,-0.0105234,0.284265,1.73555
"43685",0.445095,-0.0551567,0.299065,1.69462
"43686",0.464491,-0.0704951,0.275901,1.73567
"43687",0.441524,-0.0868737,0.281522,1.75602
"43688",0.447293,-0.0177649,0.27729,1.75261
"43689",0.467803,-0.0632592,0.298,1.71136
"43690",0.395362,-0.127308,0.302052,1.58879
"43691",0.376105,-0.0753639,0.284833,1.62267
"43692",0.392858,-0.00141197,0.283209,1.77729
"43693",0.399685,-0.0977213,0.285616,1.86743
"43694",0.389924,-0.15804,0.274962,1.83569
"43695",0.388778,-0.168401,0.266736,1.80295
"43696",0.396722,0.0901437,0.2649,1.89976
"43697",0.448493,0.14588,0.281159,1.69292
"43698",0.513077,0.12921,0.296996,1.71855
"43699",0.47947,0.0773284,0.297062,1.74524
"43700",0.47014,0.0360169,0.31154,1.74203
"43701",0.449151,0.0449819,0.311505,1.75498
"43702",0.40975,0.0288418,0.312268,1.74355
"43703",0.407992,0.0296244,0.319799,1.72564
"43704",0.351843,-0.0287926,0.308037,1.74059
"43705",0.427165,0.0544074,0.315385,1.75827
"43706",0.418722,-0.00741285,0.340468,1.60355
"43707",0.395968,0.014358,0.342979,1.56517
"43708",0.447941,-0.00777612,0.325016,1.58019
"43709",0.433787,0.00483271,0.327423,1.58642
"43710",0.427502,0.0282247,0.364421,1.63888
"43711",0.405639,0.00906485,0.347758,1.59987
"43712",0.471021,0.106722,0.333035,1.54676
"43713",0.48766,0.118282,0.342165,1.53939
"43714",0.436851,0.257693,0.338061,1.65875
"43715",0.449754,0.107103,0.333348,1.63931
"43716",0.472274,0.124061,0.336204,1.55362
"43717",0.480598,0.0626729,0.319954,1.72568
"43718",0.448419,0.062194,0.30435,1.79625
"43719",0.42954,0.0700766,0.309335,1.71954
"43720",0.441843,0.021573,0.311103,1.80458
"43721",0.444226,0.0810052,0.323357,1.75151
"43722",0.423659,0.0487029,0.308512,1.69978
"43723",0.487962,0.0656885,0.302752,1.8928
"43724",0.465515,-0.000377291,0.312749,1.85393
"43725",0.403071,-0.144591,0.304244,1.73307
"43726",0.408295,-0.0909731,0.327835,1.76787
"43727",0.402026,0.106104,0.312753,1.78386
"43728",0.444161,0.0924676,0.318718,1.72212
"43729",0.461746,0.0874001,0.306445,1.79771
"43730",0.433493,0.05753,0.294142,1.74737
"43731",0.439071,0.0135944,0.288213,1.74419
"43732",0.426562,0.0399338,0.289043,1.76349
"43733",0.495203,0.0461126,0.311153,1.78618
"43734",0.494003,0.02025,0.311445,1.69592
"43735",0.542466,0.0167794,0.308288,1.87975
"43736",0.5311,0.0690789,0.308552,1.88776
"43737",0.547505,0.0852195,0.293571,1.78878
"43738",0.510006,0.0861639,0.302074,1.77849
"43739",0.538388,0.0884509,0.296686,1.73922
"43740",0.538943,0.106136,0.30819,1.69658
"43741",0.45315,0.00457898,0.324064,1.7451
"43742",0.415518,0.0431621,0.325298,1.54575
"43743",0.411567,0.0773939,0.321339,1.71177
"43744",0.400802,-0.00891307,0.331796,1.68235
"43745",0.377469,-0.0431117,0.334877,1.71704
"43746",0.37106,-0.0728044,0.32542,1.75166
"43747",0.371201,-0.0452512,0.347989,1.75038
"43748",0.380427,-0.0244649,0.341269,1.74388
"43749",0.375229,-0.0713046,0.342359,1.71596
"43750",0.445865,-0.0746364,0.377888,1.6949
"43751",0.472787,-0.0128515,0.380457,1.63914
"43752",0.404928,-0.164327,0.376418,1.63423
"43753",0.404911,-0.058813,0.370942,1.84112
"43754",0.416616,-0.0829505,0.370253,1.70092
"43755",0.421246,-0.0273135,0.371153,1.71253
"43756",0.439948,-0.055414,0.343245,1.59274
"43757",0.437304,-0.0462416,0.357057,1.54426
"43758",0.491631,0.0113013,0.33272,1.5338
"43759",0.485751,-0.0530597,0.334581,1.65523
"43760",0.443338,-0.00485915,0.325966,1.69656
"43761",0.439428,-0.00711422,0.345094,1.78675
"43762",0.412669,-0.0666942,0.330426,1.84237
"43763",0.406959,0.111205,0.325384,1.79571
"43764",0.416857,0.0915655,0.31243,1.83433
"43765",0.440742,0.106952,0.322725,1.92731
"43766",0.397566,0.0332289,0.322216,1.9338
"43767",0.417842,-0.0698447,0.295807,1.94697
"43768",0.372051,-0.0538839,0.29213,1.85966
"43769",0.336949,-0.142175,0.287347,1.80534
"43770",0.351591,-0.110385,0.324878,1.70893
"43771",0.396796,-0.161014,0.335478,1.75277
"43772",0.333526,-0.174507,0.309406,1.82099
"43773",0.332565,-0.200423,0.308873,1.84292
"43774",0.336458,-0.166478,0.300664,1.95806
"43775",0.362332,-0.141976,0.298444,1.88256
"43776",0.419368,-0.210794,0.290379,1.81776
"43777",0.330501,-0.251569,0.272612,1.96427
"43778",0.385178,-0.108404,0.27737,1.65046
"43779",0.393389,-0.137637,0.287346,1.80661
"43780",0.383974,-0.17274,0.289472,1.74569
"43781",0.402357,-0.119827,0.289496,1.70106
"43782",0.421382,-0.112838,0.279771,1.67104
"43783",0.421273,0.055078,0.273957,1.82014
"43784",0.468542,0.0798811,0.278601,1.7622
"43785",0.478849,-0.0778603,0.289679,1.78914
"43786",0.481106,-0.0384043,0.282642,1.74143
"43787",0.482374,-0.0781031,0.29012,1.57492
"43788",0.450023,-0.0702542,0.30189,1.67053
"43789",0.458224,0.0200075,0.300948,1.64202
"43790",0.459895,0.0184418,0.298011,1.64791
"43791",0.439273,0.0935777,0.299508,1.57897
"43792",0.480583,-0.00933694,0.30022,1.58068
"43793",0.493799,0.0156162,0.309524,1.73174
"43794",0.451561,-0.098679,0.299457,1.85663
"43795",0.483261,0.0143005,0.273072,1.88181
"43796",0.475704,-0.0747391,0.270632,1.96974
"43797",0.472996,0.0118364,0.272978,1.97416
"43798",0.416336,0.108349,0.287177,1.9293
"43799",0.448441,-0.040029,0.280483,1.8038
"43800",0.418285,-0.0752663,0.284568,1.755
"43801",0.420315,-0.0547923,0.287349,1.80297
"43802",0.439122,-0.0658065,0.302976,1.8364
"43803",0.402122,-0.0487582,0.285375,1.79023
"43804",0.400915,-0.0272912,0.294243,1.81164
"43805",0.450106,0.0197532,0.297637,1.78692
"43806",0.458881,-0.0310454,0.296531,1.81028
"43807",0.461114,0.101299,0.277284,1.88635
"43808",0.445809,0.100416,0.281609,1.90534
"43809",0.443956,0.011776,0.281663,1.77597
"43810",0.45195,-0.0326246,0.304132,1.75623
"43811",0.482549,-0.0462341,0.308539,1.67972
"43812",0.507144,-0.0230754,0.300129,1.71375
"43813",0.476094,-0.0499511,0.283975,1.71316
"43814",0.496688,-0.0141599,0.281687,1.68574
"43815",0.493702,0.0242568,0.283569,1.82677
"43816",0.456248,-0.0148599,0.282181,1.87901
"43817",0.459454,-0.00802085,0.283907,1.84111
"43818",0.472643,-0.00622602,0.278936,1.78308
"43819",0.476826,-0.0969874,0.25364,1.86029
"43820",0.478297,-0.122283,0.291475,1.84233
"43821",0.471394,-0.159305,0.298674,1.67703
"43822",0.473541,-0.0836051,0.298676,1.81045
"43823",0.477787,-0.0155145,0.301354,1.83739
"43824",0.537595,-0.0484585,0.279854,1.84836
"43825",0.55227,-0.0415665,0.262107,1.94952
"43826",0.482753,-0.100908,0.270251,1.94092
"43827",0.407111,-0.0850378,0.276139,1.79765
"43828",0.417018,0.0557064,0.260172,1.99729
"43829",0.42336,0.0427474,0.2648,1.97289
"43830",0.513798,0.0340698,0.249555,1.81815
"43831",0.488465,0.00398214,0.247984,1.73321
"43832",0.487866,-0.0167805,0.235414,1.77255
"43833",0.402697,-0.0731176,0.261589,1.7862
"43834",0.417051,-0.0267411,0.250005,1.74661
"43835",0.434002,0.0302277,0.267889,1.73239
"43836",0.44254,0.0864761,0.263218,1.80306
"43837",0.431962,0.0897831,0.247677,1.98019
"43838",0.421527,0.0305916,0.241888,1.98044
"43839",0.448891,0.0433863,0.244533,1.93773
"43840",0.440518,-0.0568604,0.250749,1.8002
"43841",0.457503,0.0562811,0.25752,1.81433
"43842",0.437201,0.0995194,0.260863,1.96311
"43843",0.435314,0.0169109,0.259975,1.83205
"43844",0.429169,-0.153598,0.264816,1.836
"43845",0.438836,-0.113494,0.263669,1.84503
"43846",0.37634,-0.11065,0.254812,1.85754
"43847",0.424841,-0.138373,0.264719,1.872
"43848",0.389254,-0.0867575,0.265333,1.78862
"43849",0.388916,-0.0757056,0.261662,1.79538
"43850",0.453115,-0.102844,0.280098,1.78074
"43851",0.443113,-0.00240274,0.29152,1.74754
"43852",0.444265,0.0559156,0.292216,1.81487
"43853",0.515975,0.0856296,0.286467,1.75582
"43854",0.505073,0.0463753,0.257761,1.78364
"43855",0.467942,0.0443565,0.27215,1.64456
"43856",0.408225,0.0811939,0.276044,1.69701
"43857",0.417042,-0.0219245,0.287424,1.70659
"43858",0.405288,-0.0324557,0.285323,1.67635
"43859",0.363575,-0.121062,0.285211,1.6562
"43860",0.386619,-0.164253,0.280303,1.6439
"43861",0.351843,0.00297021,0.262812,1.67229
"43862",0.35094,-0.128987,0.280905,1.61048
"43863",0.374946,-0.135527,0.304181,1.54599
"43864",0.390094,-0.185274,0.305139,1.56948
"43865",0.326072,-0.13334,0.300023,1.56558
"43866",0.413138,-0.133288,0.320147,1.51329
"43867",0.421993,0.146241,0.303053,1.68624
"43868",0.401844,0.04793,0.297797,1.74183
"43869",0.387684,0.023549,0.307023,1.65113
"43870",0.377302,0.0649795,0.309518,1.77328
"43871",0.383095,0.0912084,0.298698,1.68157
"43872",0.364847,-0.217438,0.284239,1.6793
"43873",0.339822,-0.185754,0.275394,1.66262
"43874",0.352989,-0.037357,0.280056,1.81973
"43875",0.366406,-0.0212164,0.277254,1.5857
"43876",0.349563,-0.0263838,0.28276,1.67214
"43877",0.377962,0.013835,0.280298,1.63411
"43878",0.358394,-0.0538087,0.293398,1.60338
"43879",0.359972,-0.0452156,0.300204,1.51063
"43880",0.36789,-0.0388535,0.258906,1.50239
"43881",0.416311,-0.0943131,0.275085,1.54663
"43882",0.373105,-0.177857,0.277715,1.56453
"43883",0.370423,-0.0452601,0.269172,1.58722
"43884",0.372979,-0.106705,0.336513,1.56474
"43885",0.396191,-0.0298683,0.352016,1.57809
"43886",0.41831,0.0367326,0.329112,1.54491
"43887",0.465976,0.0454011,0.330119,1.53863
"43888",0.443222,0.0218715,0.324089,1.65941
"43889",0.439431,0.00988628,0.303579,1.55552
"43890",0.535696,-0.0212056,0.328524,1.52848
"43891",0.526639,-0.00687588,0.325744,1.51809
"43892",0.574218,0.023778,0.326257,1.5394
"43893",0.438752,-0.0720931,0.322482,1.74749
"43894",0.411724,-0.0455947,0.327929,1.63382
"43895",0.476487,-0.0458932,0.310389,1.64357
"43896",0.457407,0.112262,0.3185,1.65676
"43897",0.431154,0.110657,0.307518,1.75791
"43898",0.437447,0.12995,0.31825,1.62062
"43899",0.434168,0.0482537,0.315041,1.7293
"43900",0.388477,0.0461194,0.314293,1.82948
"43901",0.432632,-0.0184141,0.314398,1.66649
"43902",0.426795,0.0805634,0.348443,1.74697
"43903",0.380772,0.0233742,0.360708,1.80194
"43904",0.406434,0.0792328,0.33045,1.75433
"43905",0.415544,-0.145978,0.328788,1.87574
"43906",0.41284,-0.14441,0.293491,1.9815
"43907",0.394949,-0.104843,0.293875,1.88761
"43908",0.456592,0.0192507,0.291925,2.0971
"43909",0.458575,0.0220508,0.288514,2.02484
"43910",0.372545,-0.0699368,0.282254,2.08361
"43911",0.389856,-0.0661304,0.287604,2.04457
"43912",0.40779,-0.0925571,0.276891,2.08774
"43913",0.414945,-0.079488,0.274757,2.10539
"43914",0.388943,-0.115023,0.245674,2.01285
"43915",0.357301,-0.158759,0.265121,1.87229
"43916",0.390579,-0.158864,0.256134,1.9267
"43917",0.382872,-0.0636215,0.261993,1.95047
"43918",0.384927,-0.155118,0.27252,1.984
"43919",0.37451,-0.164238,0.259134,2.01929
"43920",0.424697,-0.166123,0.257639,2.08096
"43921",0.395384,-0.207158,0.264254,1.94588
"43922",0.365331,-0.283907,0.275838,1.88205
"43923",0.352886,-0.185167,0.288196,1.85529
"43924",0.38143,-0.284599,0.291243,1.77281
"43925",0.362889,-0.18381,0.276449,1.8136
"43926",0.314298,-0.230005,0.275567,1.80272
"43927",0.375046,-0.169276,0.271685,2.00459
"43928",0.404164,-0.142649,0.275567,1.96449
"43929",0.436524,-0.126199,0.283355,1.86194
"43930",0.418512,-0.134747,0.27523,1.94646
"43931",0.446071,-0.0989116,0.2869,1.92062
"43932",0.445208,-0.113298,0.290586,1.92133
"43933",0.43424,0.0437156,0.292577,1.93829
"43934",0.414679,0.0393523,0.273322,1.76649
"43935",0.43288,-0.0437403,0.283993,1.80314
"43936",0.433354,0.0549003,0.294933,1.79169
"43937",0.398931,-0.11373,0.311546,1.81325
"43938",0.351708,-0.034528,0.29009,1.85953
"43939",0.338418,-0.067449,0.300419,1.86023
"43940",0.363481,-0.189022,0.302006,1.82597
"43941",0.419805,-0.176033,0.303735,1.57275
"43942",0.410989,-0.00584782,0.359364,1.57333
"43943",0.446104,0.0465193,0.343236,1.61251
"43944",0.432449,0.00783277,0.327672,1.76106
"43945",0.441295,-0.0398678,0.320009,1.76598
"43946",0.419278,-0.235147,0.299959,1.82331
"43947",0.42137,-0.215177,0.274654,1.83314
"43948",0.431422,-0.159764,0.289345,1.82108
"43949",0.412333,-0.0679685,0.277206,1.74494
"43950",0.436616,-0.0899808,0.30667,1.72286
"43951",0.478236,-0.0762919,0.302622,1.70104
"43952",0.404091,0.0156974,0.302231,1.67439
"43953",0.432579,0.014079,0.290719,1.81464
"43954",0.432885,0.00777361,0.284822,1.72184
"43955",0.446058,0.0706341,0.279909,1.75277
"43956",0.440815,0.0737148,0.274105,1.76919
"43957",0.450795,0.046947,0.258885,1.76675
"43958",0.431494,0.0826613,0.283154,1.80823
"43959",0.452928,0.0130738,0.279575,1.80816
"43960",0.434638,0.0226384,0.282962,1.83917
"43961",0.483583,0.00838199,0.274886,1.94021
"43962",0.51033,0.0627519,0.265327,1.88831
"43963",0.545455,0.111782,0.274263,1.93067
"43964",0.48766,-0.0409801,0.279396,1.90829
"43965",0.440809,-0.0125251,0.264838,1.87983
"43966",0.457652,-0.0243121,0.263114,1.9078
"43967",0.396951,0.0178283,0.262861,1.89446
"43968",0.387901,-0.0486286,0.300745,1.72807
"43969",0.406045,-0.00821383,0.304608,1.78489
"43970",0.447717,-0.00299375,0.302061,1.63913
"43971",0.449172,-0.00744279,0.304681,1.64321
"43972",0.435322,-0.0827807,0.326445,1.60237
"43973",0.442118,-0.129941,0.32287,1.53038
"43974",0.435211,-0.178635,0.303044,1.6342
"43975",0.459465,-0.194838,0.308118,1.67619
"43976",0.381019,-0.14661,0.311509,1.7202
"43977",0.406755,-0.140773,0.311407,1.7347
"43978",0.383313,-0.10696,0.310955,1.75545
"43979",0.35288,-0.0608425,0.301299,1.84287
"43980",0.3835,-0.0182306,0.302539,1.77975
"43981",0.372034,-0.0704695,0.313319,1.71565
"43982",0.373103,-0.0360807,0.321068,1.62459
"43983",0.37787,-0.109387,0.299064,1.78561
"43984",0.38261,-0.15303,0.307018,1.81502
"43985",0.36933,-0.0427286,0.307308,1.83129
"43986",0.4306,-0.0787991,0.319374,1.79553
"43987",0.386306,-0.105179,0.300041,1.87778
"43988",0.402819,-0.0525738,0.298774,1.81263
"43989",0.474255,0.0330509,0.297609,1.87058
"43990",0.463083,0.0918301,0.302483,1.85562
"43991",0.473458,0.0517641,0.308717,1.78933
"43992",0.450037,0.0380523,0.286103,2.00641
"43993",0.472708,0.0709091,0.295104,1.91589
"43994",0.482949,0.0121723,0.300239,1.91433
"43995",0.455188,-0.0142653,0.27335,1.70293
"43996",0.425137,-0.0152682,0.279466,1.76277
"43997",0.398917,0.00928486,0.292851,1.7058
"43998",0.386621,0.0259145,0.298815,1.67853
"43999",0.390664,0.128647,0.301382,1.69124
"44000",0.394319,0.0946149,0.297126,1.83173
"44001",0.405914,0.073079,0.294004,1.77859
"44002",0.420787,0.0240891,0.301826,1.73139
"44003",0.429737,0.0165712,0.305473,1.5815
"44004",0.440585,0.0620283,0.316366,1.75283
"44005",0.460688,0.071743,0.301749,1.71196
"44006",0.453575,0.0971028,0.28536,1.71303
"44007",0.43642,-0.0308691,0.319256,1.75221
"44008",0.39165,0.0143733,0.312477,1.7276
"44009",0.438584,-0.00314885,0.327737,1.7859
"44010",0.490718,0.0194536,0.30328,1.91284
"44011",0.443384,0.0596309,0.299474,1.90014
"44012",0.43958,-0.0061724,0.3212,1.80585
"44013",0.484561,-0.00362472,0.318713,1.84539
"44014",0.411669,-0.0782124,0.316016,1.89224
"44015",0.479009,-0.0166514,0.314271,1.86718
"44016",0.46577,-0.0433423,0.314775,1.94083
"44017",0.359587,-0.0431953,0.314837,1.78517
"44018",0.356858,-0.0922536,0.329308,1.71216
"44019",0.357125,-0.15567,0.324443,1.71438
"44020",0.388846,-0.0142501,0.328888,1.74077
"44021",0.401811,-0.0990915,0.325292,1.71806
"44022",0.409152,-0.201797,0.327223,1.78683
"44023",0.397983,-0.196565,0.32103,1.78207
"44024",0.382193,-0.216471,0.325722,1.72732
"44025",0.432519,-0.203776,0.335945,1.69698
"44026",0.405957,-0.127246,0.354179,1.7342
"44027",0.333582,-0.163996,0.346766,1.79092
"44028",0.380761,-0.214462,0.337572,1.56637
"44029",0.383086,-0.190392,0.338449,1.61706
"44030",0.444728,-0.145986,0.351342,1.66791
"44031",0.422782,-0.163496,0.334057,1.65613
"44032",0.455066,-0.0583206,0.322965,1.63441
"44033",0.399723,-0.146042,0.346171,1.75363
"44034",0.427357,-0.169932,0.331776,1.70802
"44035",0.398918,-0.122544,0.329756,1.81729
"44036",0.426956,-0.0903635,0.322201,1.77602
"44037",0.366738,-0.210903,0.327245,1.84107
"44038",0.327843,-0.121295,0.331951,1.71664
"44039",0.32729,-0.154011,0.327451,1.79788
"44040",0.405204,-0.117047,0.324714,1.7986
"44041",0.366973,-0.134377,0.301032,1.8901
"44042",0.405984,-0.133398,0.29285,1.81996
"44043",0.383578,-0.127193,0.311932,1.81151
"44044",0.353453,-0.135613,0.312818,1.89341
"44045",0.344932,-0.170258,0.310211,2.01779
"44046",0.364236,-0.177645,0.316302,2.03514
"44047",0.35651,-0.134374,0.313375,1.90846
"44048",0.359533,-0.152133,0.313934,1.91245
"44049",0.361896,-0.184019,0.314072,1.90006
"44050",0.366549,-0.0945962,0.328824,1.77496
"44051",0.355874,-0.0478698,0.339786,1.78414
"44052",0.366708,-0.15486,0.347642,1.68323
"44053",0.338066,-0.221481,0.349475,1.57735
"44054",0.322123,-0.0469153,0.33818,1.58888
"44055",0.335316,-0.0368575,0.335961,1.55037
"44056",0.342954,-0.217902,0.332317,1.53514
"44057",0.342438,-0.172253,0.336571,1.65736
"44058",0.364858,-0.172558,0.346855,1.71475
"44059",0.360511,-0.1724,0.289836,1.84891
"44060",0.350682,0.013393,0.315849,1.83139
"44061",0.387189,0.0183881,0.314994,1.76089
"44062",0.429807,-0.0161623,0.320843,1.86977
"44063",0.474166,-0.140792,0.327503,1.78435
"44064",0.463537,-0.0513305,0.337949,1.81241
"44065",0.430571,-0.0436709,0.313447,1.68104
"44066",0.465817,-0.0653373,0.327045,1.72867
"44067",0.463418,-0.0406917,0.310348,1.73665
"44068",0.451539,0.0880398,0.3072,1.80516
"44069",0.44997,0.128417,0.287129,1.84434
"44070",0.468786,0.142435,0.288426,1.8564
"44071",0.46294,0.0802821,0.282509,1.89244
"44072",0.416219,0.0859786,0.285882,1.90929
"44073",0.393076,0.0284596,0.284131,1.90508
"44074",0.398366,0.00491264,0.301233,1.89483
"44075",0.461534,0.0167766,0.297233,1.94916
"44076",0.453659,0.0377065,0.287835,1.76473
"44077",0.46793,0.0890113,0.298469,1.67461
"44078",0.482745,0.110699,0.303783,1.75761
"44079",0.446106,0.0651092,0.312307,1.68018
"44080",0.435085,0.107335,0.314058,1.72621
"44081",0.404417,0.0316126,0.319821,1.77863
"44082",0.458574,0.035206,0.330075,1.7457
"44083",0.449384,0.0363169,0.30855,1.74492
"44084",0.414759,-0.0586583,0.316059,1.70541
"44085",0.397986,-0.116478,0.315843,1.79533
"44086",0.449368,-0.104253,0.329349,1.76354
"44087",0.426655,-0.0640156,0.321916,1.68894
"44088",0.504111,0.067936,0.333155,1.7211
"44089",0.447838,0.0398881,0.321231,1.74656
"44090",0.461729,-0.0945752,0.319143,1.76856
"44091",0.436417,-0.00208994,0.364453,1.72249
"44092",0.498058,0.104529,0.341602,1.71563
"44093",0.462433,0.109871,0.362288,1.7357
"44094",0.430415,-0.103242,0.376841,1.61449
"44095",0.388586,-0.156043,0.368938,1.64779
"44096",0.369256,-0.260472,0.380089,1.6269
"44097",0.4285,-0.15152,0.38448,1.70106
"44098",0.404362,-0.14337,0.384316,1.60647
"44099",0.357637,-0.0749729,0.341231,1.64479
"44100",0.378429,-0.0935314,0.347896,1.61393
"44101",0.390874,0.0184921,0.315962,1.58605
"44102",0.429015,0.00119912,0.340093,1.61795
"44103",0.416915,-0.102055,0.364567,1.52361
"44104",0.431085,-0.065619,0.343848,1.65001
"44105",0.399774,-0.0699853,0.345816,1.67919
"44106",0.402707,-0.0713166,0.382062,1.64991
"44107",0.404135,-0.000605228,0.359257,1.54501
"44108",0.406396,0.116232,0.369611,1.6744
"44109",0.459014,0.120711,0.366719,1.58135
"44110",0.467598,0.119882,0.381632,1.59536
"44111",0.470712,0.0326311,0.355946,1.63407
"44112",0.456665,0.118098,0.369954,1.64285
"44113",0.491573,0.122825,0.366683,1.68539
"44114",0.540223,0.145063,0.397488,1.71359
"44115",0.504036,0.0690948,0.368615,1.7205
"44116",0.524058,0.0668292,0.367574,1.72614
"44117",0.469237,0.0670854,0.368824,1.65164
"44118",0.49936,-0.00313353,0.377161,1.57805
"44119",0.463271,0.0401031,0.374029,1.5549
"44120",0.504424,0.0888176,0.371477,1.5987
"44121",0.499586,0.0704155,0.362906,1.81905
"44122",0.467917,0.0759094,0.351219,1.75072
"44123",0.483085,0.148579,0.356928,1.65897
"44124",0.447626,0.146079,0.359531,1.69983
"44125",0.455316,0.07551,0.351962,1.72694
"44126",0.513148,0.041322,0.347227,1.86741
"44127",0.510937,0.108505,0.342218,1.87638
"44128",0.508604,0.0791584,0.321987,1.75438
"44129",0.502178,0.015124,0.327233,1.8811
"44130",0.42256,0.00028164,0.327735,1.78481
"44131",0.446295,0.0237195,0.326816,1.76903
"44132",0.424323,0.0543027,0.305657,1.60883
"44133",0.415486,-0.0359286,0.323146,1.72136
"44134",0.422755,-0.0211212,0.313405,1.73381
"44135",0.415014,0.0117208,0.309873,1.71804
"44136",0.432427,-0.0482612,0.324846,1.73943
"44137",0.437202,-0.0607698,0.342859,1.89768
"44138",0.434569,-0.0295826,0.346377,1.76091
"44139",0.369691,-0.177962,0.350947,1.80873
"44140",0.348429,-0.0911455,0.340688,1.89588
