"","k_CCAplus","intercept_CCAplus","k_GScore","intercept_Gscore"
"11286",0.433928,-0.00637018,0.313526,1.92194
"11287",0.402401,0.0342937,0.311126,1.84258
"11288",0.3948,0.091612,0.308379,1.85154
"11289",0.536443,0.188202,0.308524,1.71709
"11290",0.513803,0.125453,0.340995,1.60238
"11291",0.46961,0.146465,0.331745,1.83531
"11292",0.456326,0.168528,0.318203,1.61325
"11293",0.490849,0.15426,0.321391,1.83871
"11294",0.431169,0.235764,0.325011,1.75122
"11295",0.463062,0.184619,0.313797,1.72561
"11296",0.423955,0.0678847,0.313223,1.71769
"11297",0.441112,0.188045,0.324971,1.78592
"11298",0.441418,0.240912,0.317796,1.82416
"11299",0.451102,0.260933,0.301054,1.80429
"11300",0.455933,0.261711,0.30152,1.84471
"11301",0.5133,0.187469,0.311131,1.6663
"11302",0.527759,0.215261,0.300693,1.63571
"11303",0.49229,0.0582158,0.287193,1.82341
"11304",0.470159,0.0789,0.249666,1.83636
"11305",0.498541,0.0286082,0.26682,1.8829
"11306",0.513978,0.082866,0.270919,1.82524
"11307",0.589431,0.0872055,0.273569,1.96418
"11308",0.584924,0.154129,0.269425,1.97202
"11309",0.562734,0.137185,0.266508,1.83976
"11310",0.519717,0.0088637,0.287221,1.86974
"11311",0.492437,0.0479188,0.305408,1.72176
"11312",0.432939,0.033812,0.300175,1.78149
"11313",0.439428,0.27439,0.320775,1.73042
"11314",0.425636,0.0280543,0.291715,1.71637
"11315",0.432758,0.045137,0.298213,1.72229
"11316",0.460517,0.220028,0.270898,1.77467
"11317",0.43253,0.12968,0.273715,1.74347
"11318",0.431856,0.00724792,0.278058,1.78802
"11319",0.401196,0.00800186,0.278489,1.80431
"11320",0.396956,0.00995216,0.295821,1.80463
"11321",0.402021,0.0242408,0.29438,1.81283
"11322",0.443341,0.0298186,0.293709,1.68996
"11323",0.416825,0.0457699,0.269314,1.93827
"11324",0.402912,0.0249752,0.26649,1.73988
"11325",0.421833,0.0556642,0.281441,1.84135
"11326",0.3976,0.00613065,0.289811,1.90459
"11327",0.442151,0.015921,0.286642,1.85966
"11328",0.499417,0.141741,0.271556,1.80716
"11329",0.510413,0.107745,0.265995,1.77464
"11330",0.478086,0.083295,0.290092,1.69771
"11331",0.494919,-0.0293133,0.288268,1.88263
"11332",0.45797,-0.0221156,0.27857,1.85895
"11333",0.436173,0.0281567,0.274968,1.75768
"11334",0.409919,0.0293267,0.273763,1.7324
"11335",0.423225,-0.0310054,0.268441,1.70868
"11336",0.406079,-0.0900597,0.265838,1.74297
"11337",0.402699,-0.140069,0.274803,1.71693
"11338",0.400166,-0.122491,0.324334,1.73753
"11339",0.406355,-0.0516953,0.299594,1.65473
"11340",0.446431,0.0866831,0.303513,1.63264
"11341",0.495971,0.132251,0.27729,1.57739
"11342",0.476069,0.0779705,0.309421,1.56148
"11343",0.444404,0.0577627,0.298866,1.65974
"11344",0.498118,0.0348979,0.297672,1.5935
"11345",0.491158,0.105516,0.295538,1.68198
"11346",0.525878,0.0508243,0.295537,1.56326
"11347",0.529668,0.169969,0.298092,1.55911
"11348",0.551443,0.198229,0.294121,1.9751
"11349",0.556876,0.252562,0.287307,1.95354
"11350",0.549727,0.204703,0.289335,1.79195
"11351",0.530027,0.183531,0.317304,1.64283
"11352",0.544394,0.147743,0.301282,1.68791
"11353",0.48039,0.146864,0.294224,1.76973
"11354",0.482778,0.149801,0.276952,1.78666
"11355",0.498614,0.113098,0.274892,1.7787
"11356",0.484338,0.0783132,0.275512,1.82172
"11357",0.469472,0.102731,0.275922,1.61059
"11358",0.486983,0.0389866,0.276302,1.5957
"11359",0.487124,0.119542,0.291235,1.62621
"11360",0.455124,0.0857609,0.291882,1.83544
"11361",0.462699,0.0565517,0.289275,1.84902
"11362",0.413912,0.0664211,0.268864,1.80788
"11363",0.392242,-0.0985043,0.269551,1.80106
"11364",0.370794,-0.0548443,0.27872,1.73308
"11365",0.361405,-0.090745,0.273139,1.75626
"11366",0.365854,-0.08366,0.28424,1.72603
"11367",0.366671,-0.0293847,0.298358,1.70221
"11368",0.364608,-0.0638871,0.291168,1.73172
"11369",0.386135,-0.00821881,0.28757,1.8021
"11370",0.45201,0.0110961,0.277702,1.76631
"11371",0.436725,0.078214,0.273404,1.78292
"11372",0.376255,0.0555383,0.277756,1.9309
"11373",0.397487,0.0348999,0.277343,1.7999
"11374",0.410037,0.0794024,0.279292,1.71884
"11375",0.431926,0.0743174,0.280219,1.81733
"11376",0.390343,0.0324847,0.260956,1.81311
"11377",0.412451,-0.0424626,0.276553,1.8453
"11378",0.430024,0.151941,0.268249,1.86821
"11379",0.448011,0.0719167,0.277562,1.76714
"11380",0.403941,-0.0183878,0.283001,1.80432
"11381",0.408498,-0.00659562,0.273896,1.74411
"11382",0.441864,-0.0939969,0.293736,1.77989
"11383",0.445745,-0.144913,0.296545,1.81046
"11384",0.361915,0.00544682,0.302944,1.76857
"11385",0.367967,0.00241616,0.319224,1.8002
"11386",0.504902,0.020309,0.277093,1.89259
"11387",0.522934,0.0600547,0.271265,1.75964
"11388",0.479628,0.0740847,0.289381,1.74682
"11389",0.42861,0.138315,0.289632,1.75341
"11390",0.467501,0.0515522,0.286798,1.74692
"11391",0.472823,0.0805696,0.304798,1.68852
"11392",0.467919,-0.0268104,0.293168,1.71576
"11393",0.475558,-0.0189598,0.30481,1.82706
"11394",0.487771,0.0803171,0.301493,1.73399
"11395",0.478063,0.0978823,0.316177,1.77433
"11396",0.523992,-0.0278863,0.316125,1.77852
"11397",0.491193,-0.0190612,0.316405,1.61326
"11398",0.483445,-0.00924022,0.310747,1.86972
"11399",0.529118,0.0081044,0.306604,1.92807
"11400",0.531281,0.094188,0.311999,1.97427
"11401",0.514916,0.0930919,0.294768,1.96928
"11402",0.466366,0.100783,0.294063,1.81882
"11403",0.424264,0.0928255,0.28809,1.77829
"11404",0.406211,0.063657,0.291475,1.79867
"11405",0.41728,0.00327043,0.281493,1.81763
"11406",0.423043,0.0738333,0.288714,1.88718
"11407",0.410533,-0.0240953,0.279855,1.91469
"11408",0.411395,-0.0786159,0.272879,2.01279
"11409",0.380547,-0.15519,0.264783,1.97702
"11410",0.392423,-0.169119,0.255051,2.08659
"11411",0.363543,-0.100221,0.275202,1.91061
"11412",0.371309,-0.170415,0.280819,1.88753
"11413",0.357519,-0.0560831,0.261718,1.84687
"11414",0.409238,-0.0348563,0.264717,1.89886
"11415",0.438297,-0.0210096,0.268439,1.9137
"11416",0.376309,-0.0874884,0.279068,1.88478
"11417",0.388798,-0.135845,0.276275,1.82474
"11418",0.414121,-0.0652119,0.279695,1.78844
"11419",0.379333,-0.0897352,0.292576,1.94353
"11420",0.377388,-0.110981,0.31224,1.9545
"11421",0.395346,-0.0222593,0.300774,1.88589
"11422",0.38903,0.0426554,0.298917,1.76732
"11423",0.388046,-0.0813914,0.295709,1.769
"11424",0.411087,-0.0673596,0.299213,1.792
"11425",0.407707,-0.0652049,0.305636,1.61085
"11426",0.425676,-0.0533518,0.3083,1.6963
"11427",0.433089,-0.0584899,0.300501,1.73651
"11428",0.429392,-0.050454,0.304303,1.70794
"11429",0.428371,-0.0443571,0.311454,1.79859
"11430",0.390558,-0.0551075,0.291341,1.71566
"11431",0.387716,-0.0157667,0.276621,1.71568
"11432",0.393999,-0.0259717,0.283946,1.69506
"11433",0.390436,-0.102215,0.269385,1.60049
"11434",0.387291,-0.0808247,0.2891,1.71528
"11435",0.368998,-0.0969097,0.281638,1.76375
"11436",0.382356,-0.0360241,0.264713,1.77157
"11437",0.413211,-0.0469984,0.283235,1.78013
"11438",0.398889,-0.159397,0.300397,1.82593
"11439",0.360787,-0.137277,0.285487,1.7288
"11440",0.368516,-0.0172314,0.297541,1.73501
"11441",0.377648,-0.114383,0.278938,1.74937
"11442",0.338815,-0.203941,0.275051,1.76106
"11443",0.329804,-0.154353,0.276855,1.70436
"11444",0.336768,-0.117048,0.281222,1.722
"11445",0.367437,-0.167971,0.292894,1.7683
"11446",0.365822,0.00753151,0.294618,1.76002
"11447",0.433294,-0.0188429,0.290803,1.79462
"11448",0.446381,-0.0153652,0.290448,1.64088
"11449",0.3694,0.0837116,0.299679,1.69744
"11450",0.405809,0.107337,0.302113,1.75732
"11451",0.463846,0.187148,0.319469,1.81363
"11452",0.487659,0.0435868,0.321561,1.84394
"11453",0.406116,0.0178891,0.319171,1.79547
"11454",0.423693,0.0229032,0.318289,1.7458
"11455",0.440592,0.0391882,0.326231,1.8338
"11456",0.445878,-0.0575927,0.32776,1.58983
"11457",0.417157,0.0213489,0.337513,1.56406
"11458",0.450035,0.00650692,0.341634,1.58569
"11459",0.41682,-0.0948729,0.341003,1.5202
"11460",0.41077,-0.0977916,0.352247,1.54193
"11461",0.437253,-0.0228662,0.352237,1.77548
"11462",0.443278,0.0205903,0.339286,1.82726
"11463",0.43814,0.00515252,0.333372,1.78772
"11464",0.44239,0.0361182,0.323996,1.79619
"11465",0.442513,0.0765187,0.302494,1.88248
"11466",0.443432,0.0994926,0.323601,1.83493
"11467",0.43456,0.0431434,0.333263,1.7532
"11468",0.417727,0.159883,0.294608,1.95095
"11469",0.464978,0.0796307,0.283834,1.88174
"11470",0.488223,0.126433,0.279616,1.93162
"11471",0.446368,0.110459,0.285353,1.96095
"11472",0.434124,0.0616607,0.272131,1.98425
"11473",0.420913,0.0177417,0.273866,1.79346
"11474",0.40778,0.0699417,0.269902,1.74834
"11475",0.426032,-0.055068,0.269196,1.82114
"11476",0.40318,-0.0899807,0.266368,1.79767
"11477",0.405862,-0.065696,0.262833,1.9072
"11478",0.424851,-0.247021,0.278708,1.734
"11479",0.368065,-0.140653,0.286361,1.64495
"11480",0.413841,-0.0985874,0.285477,1.68545
"11481",0.419361,-0.0464971,0.271597,1.69107
"11482",0.441503,0.0350804,0.271907,1.71139
"11483",0.444964,0.0203531,0.293768,1.70326
"11484",0.442994,0.0516639,0.281057,1.849
"11485",0.459887,0.0596985,0.275773,1.98965
"11486",0.433069,0.0986778,0.287094,1.81797
"11487",0.449875,0.110328,0.296893,1.83115
"11488",0.511133,0.0169235,0.29189,1.82275
"11489",0.494575,0.0411824,0.305716,1.73325
"11490",0.504233,0.0456093,0.295821,1.80104
"11491",0.506806,0.0397227,0.284153,1.79672
"11492",0.428857,-0.039116,0.283063,1.85426
"11493",0.421389,-0.0743688,0.282968,1.88094
"11494",0.44301,-0.0744952,0.29465,1.96535
"11495",0.512113,-0.0288797,0.300298,1.95997
"11496",0.49039,-0.0431689,0.305707,1.83915
"11497",0.502323,0.0161527,0.286818,1.8816
"11498",0.464077,0.0532259,0.306143,1.77178
"11499",0.445735,0.0745643,0.29394,1.77687
"11500",0.473193,0.102987,0.305916,1.74302
"11501",0.520838,-0.0266859,0.313999,1.69178
"11502",0.542601,0.109055,0.299093,1.67669
"11503",0.492888,0.136499,0.298803,1.95631
"11504",0.494812,0.136488,0.298719,1.88019
"11505",0.504344,0.138163,0.303746,1.93745
"11506",0.491126,-0.0201881,0.284344,1.89752
"11507",0.509348,-0.0456927,0.309476,1.93972
"11508",0.436999,-0.120728,0.314437,1.84862
"11509",0.449711,-0.0157209,0.287082,1.84229
"11510",0.439699,-0.151838,0.282133,1.80084
"11511",0.402716,-0.210301,0.288477,1.82425
"11512",0.352219,-0.137603,0.290049,1.79645
"11513",0.392296,-0.121806,0.285882,1.74889
"11514",0.38612,-0.123934,0.322433,1.71329
"11515",0.395831,-0.0820214,0.301713,1.74738
"11516",0.410205,-0.236026,0.291377,1.67214
"11517",0.348412,-0.132251,0.293904,1.69108
"11518",0.369361,-0.000633111,0.29955,1.67377
"11519",0.409291,0.0323332,0.290146,1.52276
"11520",0.414029,0.0753106,0.297827,1.88809
"11521",0.391988,0.042651,0.300284,1.83264
"11522",0.391047,-0.163451,0.310319,1.6475
"11523",0.387018,0.082577,0.328465,1.70387
"11524",0.380552,0.0839192,0.323396,1.66621
"11525",0.435059,0.127271,0.28982,1.62219
"11526",0.409842,0.110378,0.303326,1.64397
"11527",0.457723,0.114297,0.299192,1.61544
"11528",0.443894,0.110365,0.290547,1.70532
"11529",0.407026,-0.0155011,0.294859,1.68761
"11530",0.430811,-0.00346383,0.295146,1.694
"11531",0.510066,0.01393,0.298068,1.70509
"11532",0.460091,0.00248468,0.293056,1.73865
"11533",0.476375,-0.0168104,0.294741,1.70638
"11534",0.495959,0.065572,0.314305,1.59231
"11535",0.505622,0.113875,0.303598,1.6256
"11536",0.562182,0.139151,0.289977,1.62671
"11537",0.513946,0.106474,0.276297,1.78274
"11538",0.499598,0.105169,0.294492,1.75169
"11539",0.499188,0.213525,0.28166,1.75307
"11540",0.491142,0.301429,0.27762,1.76823
"11541",0.485059,-0.0318858,0.277926,1.9245
"11542",0.481453,0.170645,0.266159,1.84338
"11543",0.508923,0.17839,0.273268,1.84027
"11544",0.548163,0.142514,0.286897,1.83784
"11545",0.557078,0.115867,0.298257,1.77329
"11546",0.512358,0.132186,0.312156,1.7384
"11547",0.492398,0.12662,0.309421,1.79599
"11548",0.481084,0.0798029,0.318594,1.75315
"11549",0.483941,0.0143528,0.309003,1.77097
"11550",0.460676,-0.0390023,0.320912,1.77699
"11551",0.386806,-0.0746444,0.332734,1.81766
"11552",0.475341,0.152279,0.327278,1.89411
"11553",0.435486,0.165499,0.322316,1.89428
"11554",0.431184,0.129886,0.304918,1.7449
"11555",0.494675,0.148201,0.314233,1.75033
"11556",0.495115,0.0672737,0.306624,1.79878
"11557",0.461598,0.150767,0.312381,1.71283
"11558",0.46491,0.119825,0.324738,1.72322
"11559",0.478378,0.0840589,0.335893,1.73843
"11560",0.464447,-0.0371647,0.339046,1.68382
"11561",0.487357,-0.0136483,0.335786,1.68468
"11562",0.528931,0.00658875,0.365179,1.70494
"11563",0.513397,0.0194144,0.36203,1.65699
"11564",0.504143,-0.0234388,0.356279,1.63335
"11565",0.504068,-0.0125839,0.365593,1.62547
"11566",0.537662,0.0596279,0.353288,1.59693
"11567",0.527924,0.0534298,0.334195,1.58065
"11568",0.518983,0.0862808,0.330095,1.62521
"11569",0.525734,0.091574,0.328824,1.62998
"11570",0.48673,0.0107724,0.320779,1.74625
"11571",0.407072,-0.151073,0.336143,1.65889
"11572",0.409418,-0.0540277,0.329842,1.66657
"11573",0.488785,-0.0445135,0.338306,1.52588
"11574",0.490428,0.0254664,0.335015,1.64189
"11575",0.480294,0.0758978,0.313776,1.65624
"11576",0.445753,0.0812692,0.321907,1.72929
"11577",0.46001,-0.00192406,0.296828,1.70589
"11578",0.44796,-0.0601151,0.32374,1.73232
"11579",0.462266,0.0322979,0.315496,1.71553
"11580",0.435402,0.0114206,0.322188,1.72266
"11581",0.48453,0.00953875,0.302224,1.72134
"11582",0.411862,-0.00522211,0.311219,1.70828
"11583",0.36715,-0.0768264,0.299832,1.88397
"11584",0.38362,-0.0825951,0.282574,2.04688
"11585",0.374538,-0.154277,0.283237,2.02331
"11586",0.379134,-0.11664,0.283242,2.05084
"11587",0.381599,0.0153858,0.288669,2.04092
"11588",0.379852,0.0874159,0.293453,1.96767
"11589",0.440701,0.128348,0.308309,1.96541
"11590",0.428847,0.115608,0.311215,1.8442
"11591",0.446643,0.0731472,0.302655,1.82741
"11592",0.455796,0.0878475,0.30432,1.92358
"11593",0.44136,0.0720773,0.284362,1.86863
"11594",0.415953,0.0775491,0.303896,1.87657
"11595",0.415219,0.093543,0.321206,1.67494
"11596",0.440773,0.0252518,0.330521,1.62179
"11597",0.462411,0.178102,0.332535,1.62551
"11598",0.467484,0.211444,0.299396,1.61288
"11599",0.471587,0.0828911,0.300542,1.59914
"11600",0.466138,0.191389,0.304352,1.68654
"11601",0.44822,0.039803,0.294211,1.67938
"11602",0.424161,0.0772246,0.281167,1.71249
"11603",0.443962,0.0409123,0.286774,1.7059
"11604",0.482982,0.052849,0.299939,1.71759
"11605",0.477378,0.0310499,0.291216,1.65972
"11606",0.45653,-0.00635026,0.307911,1.64993
"11607",0.41803,-0.103732,0.299011,1.64256
"11608",0.402458,-0.0393779,0.292561,1.59177
"11609",0.406383,0.0796971,0.299081,1.6793
"11610",0.421593,0.047708,0.310724,1.62084
"11611",0.429287,-0.00410082,0.307644,1.62248
"11612",0.403398,0.0623613,0.319717,1.68446
"11613",0.415673,0.0395945,0.324159,1.63287
"11614",0.425403,0.148406,0.328483,1.62985
"11615",0.431341,0.13299,0.316129,1.73781
"11616",0.409207,-0.011301,0.328372,1.57354
"11617",0.415578,0.0268738,0.317128,1.5936
"11618",0.394076,0.00135876,0.316584,1.59526
"11619",0.39501,-0.0241672,0.320279,1.65973
"11620",0.39412,-0.0665251,0.326314,1.58798
"11621",0.421867,-0.10916,0.326855,1.61174
"11622",0.413396,-0.0401056,0.340708,1.57063
"11623",0.382161,-0.0876561,0.330971,1.60038
"11624",0.451142,-0.13498,0.3229,1.6626
"11625",0.36346,-0.169484,0.299001,1.67986
"11626",0.390518,-0.0374921,0.286322,1.77728
"11627",0.375425,-0.26164,0.28579,1.74352
"11628",0.376422,-0.293858,0.284482,1.77118
"11629",0.393382,-0.242265,0.277328,1.64502
"11630",0.37546,-0.100753,0.280885,1.62871
"11631",0.385268,-0.117597,0.310274,1.62771
"11632",0.357795,-0.167743,0.299688,1.61642
"11633",0.345859,-0.164828,0.298334,1.64849
"11634",0.313344,-0.164313,0.293577,1.67937
"11635",0.413474,-0.0894006,0.291646,1.8104
"11636",0.410389,-0.0591431,0.29234,1.83947
"11637",0.411306,0.00723528,0.289302,1.82141
"11638",0.441424,-0.0703714,0.27808,1.85862
"11639",0.448818,-0.0391466,0.276996,1.7804
"11640",0.458343,-0.0043481,0.277125,1.75448
"11641",0.465489,-0.0782744,0.283096,1.78135
"11642",0.459423,-0.161831,0.289187,1.71579
"11643",0.370428,-0.186885,0.288797,1.71602
"11644",0.386936,-0.0106066,0.284079,1.6723
"11645",0.387865,-0.0418156,0.283012,1.78909
"11646",0.40452,-0.018478,0.275307,1.86202
"11647",0.457817,-0.0182783,0.278126,1.85543
"11648",0.469075,-0.0292799,0.271591,1.86122
"11649",0.422496,-0.00815255,0.277162,1.66896
"11650",0.432741,0.0425169,0.274049,1.67644
"11651",0.431455,0.0375863,0.278567,1.76828
"11652",0.498966,0.0449909,0.2779,1.68576
"11653",0.433875,-0.240683,0.300117,1.70979
"11654",0.363693,-0.144173,0.29782,1.71273
"11655",0.376844,-0.161105,0.276759,1.72611
"11656",0.417157,-0.196752,0.274415,1.67743
"11657",0.418332,-0.125948,0.296191,1.67797
"11658",0.394331,-0.223669,0.311616,1.71126
"11659",0.387208,-0.139587,0.286936,1.77423
"11660",0.383236,-0.0813508,0.296284,1.77757
"11661",0.397814,-0.123405,0.285525,1.81314
"11662",0.400822,-0.162616,0.298412,1.68103
"11663",0.389994,-0.0979366,0.292599,1.74325
"11664",0.405097,-0.130755,0.288999,1.77075
"11665",0.41151,-0.0643414,0.289478,1.79446
"11666",0.44858,-0.0509663,0.29562,1.95634
"11667",0.436662,-0.0117092,0.258798,1.78123
"11668",0.430505,-0.00868601,0.258035,1.76331
"11669",0.406399,-0.058181,0.248928,1.8964
"11670",0.397272,-0.130337,0.288349,1.79305
"11671",0.437947,-0.107093,0.281677,1.79198
"11672",0.372352,-0.0850269,0.266431,1.71137
"11673",0.376548,-0.155096,0.289856,1.80632
"11674",0.344785,-0.175243,0.282201,1.79729
"11675",0.395328,-0.175822,0.293526,1.79325
"11676",0.353353,-0.154816,0.294973,1.77928
"11677",0.373431,0.00426648,0.30881,1.6921
"11678",0.407451,-0.0325699,0.294322,1.74606
"11679",0.383735,-0.12402,0.290855,1.68318
"11680",0.38867,-0.0804946,0.30965,1.70988
"11681",0.38097,-0.0919065,0.310211,1.62463
"11682",0.375003,-0.187218,0.311073,1.65233
"11683",0.304657,-0.224915,0.309662,1.67328
"11684",0.338534,-0.21092,0.3067,1.70838
"11685",0.380339,-0.185043,0.31043,1.66451
"11686",0.432815,-0.0177807,0.301456,1.61405
"11687",0.396486,-0.0347011,0.303413,1.60746
"11688",0.410418,-0.0826985,0.314842,1.53513
"11689",0.438874,-0.0373205,0.305126,1.644
"11690",0.431554,-0.0549068,0.307108,1.74531
"11691",0.437322,-0.0153872,0.309151,1.68319
"11692",0.401405,-0.131658,0.297864,1.7945
"11693",0.434727,0.0568627,0.295265,1.8788
"11694",0.442857,0.155004,0.273893,1.8607
"11695",0.550546,0.0828036,0.274967,1.93985
"11696",0.566798,0.13347,0.283326,1.95131
"11697",0.551193,0.0793969,0.274206,1.91715
"11698",0.512256,0.0781895,0.274168,1.95815
"11699",0.444862,-0.0745779,0.27342,1.7285
"11700",0.432261,-0.0347076,0.290925,1.7816
"11701",0.435345,-0.0516666,0.287461,1.80596
"11702",0.408547,-0.00810132,0.294805,1.79475
"11703",0.412676,0.0480565,0.296327,1.76539
"11704",0.438857,0.0022371,0.3091,1.67218
"11705",0.471153,-0.00118218,0.296273,1.75486
"11706",0.485208,0.0167992,0.288099,1.87821
"11707",0.483576,-0.0636781,0.286017,1.94272
"11708",0.482106,0.156463,0.28974,1.92938
"11709",0.494246,0.152675,0.286112,1.81709
"11710",0.460925,0.0806363,0.284144,1.95194
"11711",0.478756,0.0144876,0.302519,1.89836
"11712",0.412479,-0.166736,0.280995,1.85149
"11713",0.428944,-0.0935003,0.276372,1.97476
"11714",0.416721,0.0066565,0.267053,1.80674
"11715",0.40567,0.00263858,0.273724,1.82044
"11716",0.465855,0.00929625,0.297669,1.87744
"11717",0.468222,0.152132,0.301156,1.89346
"11718",0.468538,0.115069,0.26779,1.83475
"11719",0.487587,0.0728504,0.280595,1.85023
"11720",0.48581,0.0640545,0.291995,1.76971
"11721",0.477223,0.0558947,0.302577,1.73355
"11722",0.460204,0.158174,0.30305,1.86623
"11723",0.487403,0.171009,0.309638,1.8497
"11724",0.492329,0.196137,0.306379,1.74451
"11725",0.517007,0.154394,0.306764,1.74839
"11726",0.488589,0.110899,0.310973,1.77377
"11727",0.474266,0.130415,0.301116,1.85705
"11728",0.484026,-0.0172785,0.319341,1.74499
"11729",0.466193,-0.0927159,0.328565,1.7343
"11730",0.492666,0.0323465,0.338717,1.74082
"11731",0.515885,-0.0718205,0.340735,1.74987
"11732",0.524611,-0.0493818,0.348124,1.84026
"11733",0.534531,-0.0568739,0.36302,1.71915
"11734",0.478799,-0.0933978,0.33521,1.7021
"11735",0.424291,-0.209221,0.33547,1.8623
"11736",0.446644,-0.0858225,0.326961,1.86261
"11737",0.3955,-0.107015,0.316863,1.82823
"11738",0.370773,-0.180997,0.323204,1.83921
"11739",0.374019,-0.369135,0.329539,1.80726
"11740",0.335648,-0.295257,0.346212,1.80814
"11741",0.338502,-0.229981,0.320957,1.86684
"11742",0.362812,-0.23224,0.311228,1.83403
"11743",0.36261,-0.124238,0.344041,1.75518
"11744",0.365432,-0.177084,0.330949,1.804
"11745",0.37672,-0.193464,0.33102,1.90714
"11746",0.378744,-0.0728344,0.331582,1.91617
"11747",0.391637,-0.0683808,0.291137,2.0119
"11748",0.398249,-0.0712466,0.282753,1.96443
"11749",0.426371,0.0671863,0.273101,2.03854
"11750",0.414963,-0.131402,0.265948,2.14391
"11751",0.429965,-0.126461,0.268276,1.9081
"11752",0.335586,-0.116585,0.274724,1.92728
"11753",0.371139,-0.00919743,0.302821,1.83128
"11754",0.420568,0.0174783,0.317532,1.83128
"11755",0.401857,0.0187339,0.311061,1.75428
"11756",0.44027,0.034854,0.321474,1.77846
"11757",0.520738,0.0765238,0.315962,1.86028
"11758",0.405729,0.150783,0.310582,1.86929
"11759",0.447089,0.0930745,0.309613,1.86625
"11760",0.419906,0.0998394,0.301391,1.63688
"11761",0.398204,0.0311271,0.299613,1.90671
"11762",0.361633,-0.0272643,0.303357,1.80263
"11763",0.481473,0.0265499,0.29261,1.80934
"11764",0.437827,0.0444528,0.298501,1.87023
"11765",0.435081,-0.0664269,0.295293,1.87671
"11766",0.437929,-0.0493368,0.292715,1.91863
"11767",0.419498,-0.0801646,0.302828,1.87744
"11768",0.421765,-0.123214,0.297768,1.87217
"11769",0.422,-0.11998,0.306368,1.7161
"11770",0.443182,-0.155848,0.320444,1.70924
"11771",0.481509,0.00882947,0.3312,1.71407
"11772",0.482191,-0.0158126,0.322403,1.73815
"11773",0.490633,-0.0472173,0.330516,1.87141
"11774",0.483212,-0.155612,0.268205,1.9199
"11775",0.41153,-0.11506,0.284946,2.05051
"11776",0.400845,-0.0823191,0.288475,2.12452
"11777",0.43383,-0.0578655,0.275554,2.09894
"11778",0.445867,-0.0261601,0.280804,1.95748
"11779",0.418424,-0.111353,0.282126,2.02212
"11780",0.42396,-0.200826,0.281219,1.79894
"11781",0.38308,-0.210913,0.301326,1.85031
"11782",0.43395,-0.183298,0.301616,1.8401
"11783",0.431945,-0.108426,0.3078,1.84539
"11784",0.422352,-0.0652696,0.294139,1.92666
"11785",0.460596,-0.0582842,0.288296,2.02664
"11786",0.478558,-0.0678126,0.285141,1.96816
"11787",0.36164,-0.124285,0.298874,1.97189
"11788",0.348588,-0.251083,0.28959,1.9707
"11789",0.367088,-0.17452,0.302298,1.9397
"11790",0.367885,-0.262428,0.293749,1.87897
"11791",0.35471,-0.393652,0.291974,1.8418
"11792",0.342807,-0.41439,0.288957,1.93264
"11793",0.306152,-0.404319,0.291111,1.95315
"11794",0.335658,-0.357307,0.277431,1.96738
"11795",0.317584,-0.26789,0.283857,1.92963
"11796",0.349284,-0.186579,0.303943,1.90624
"11797",0.344143,-0.0728312,0.306156,1.90621
"11798",0.343393,-0.142497,0.319325,1.88185
"11799",0.425571,-0.126205,0.298629,1.88357
"11800",0.401216,-0.133489,0.303227,1.84434
"11801",0.416192,-0.0641539,0.327785,1.8174
"11802",0.40215,-0.0587112,0.301446,1.82623
"11803",0.433076,-0.0650615,0.318044,1.76364
"11804",0.416784,0.0206479,0.300395,1.7861
"11805",0.395638,-0.0495442,0.305,1.81707
"11806",0.439361,-0.0712649,0.31542,1.75908
"11807",0.374924,-0.0640012,0.317442,1.81549
"11808",0.36296,-0.085463,0.31391,1.80319
"11809",0.369049,0.00491825,0.310469,1.75442
"11810",0.427652,-0.00833623,0.310724,1.75955
"11811",0.450802,0.0167448,0.309833,1.72865
"11812",0.439832,-0.0116486,0.303387,1.74068
"11813",0.4501,0.0598426,0.307555,1.78027
"11814",0.465079,0.046543,0.310209,1.74375
"11815",0.459579,-0.0322242,0.313709,1.75163
"11816",0.516203,-0.00294995,0.328918,1.70834
"11817",0.456333,-0.077478,0.334586,1.72579
"11818",0.458595,0.0922938,0.337016,1.79326
"11819",0.509772,0.00662483,0.34211,1.76281
"11820",0.520144,0.05724,0.345958,1.74603
"11821",0.475545,0.0726911,0.364003,1.50408
"11822",0.488783,0.0305801,0.344855,1.49674
"11823",0.4843,0.0296798,0.34227,1.58087
"11824",0.4641,0.0491033,0.30931,1.73257
"11825",0.453187,0.18797,0.330284,1.7322
"11826",0.49507,0.0974529,0.327855,1.81428
"11827",0.492918,0.0866964,0.342413,1.71352
"11828",0.488937,0.0845183,0.358065,1.62828
"11829",0.487777,0.0849879,0.365885,1.49645
"11830",0.494322,0.163376,0.366597,1.54149
"11831",0.42511,0.15453,0.360787,1.49159
"11832",0.49105,0.0637004,0.360215,1.51769
"11833",0.455447,-0.0120196,0.353094,1.54399
"11834",0.379351,-0.125677,0.349187,1.45467
"11835",0.410975,-0.134337,0.338713,1.59504
"11836",0.418592,-0.178889,0.332839,1.61235
"11837",0.370884,-0.180431,0.315735,1.72006
"11838",0.354007,-0.13292,0.313729,1.68874
"11839",0.413035,-0.116157,0.298435,1.68747
"11840",0.410193,0.029371,0.31297,1.67601
"11841",0.402839,-0.00914998,0.317199,1.64643
"11842",0.416276,0.10304,0.314151,1.6263
